Warehouse,Date,Metric,Value
Akola 2353,,Jan-2024,7425.0
Akola 2353,,Jan-2024,199469.0
Akola 2353,,Jan-2024,191262.25
Akola 2353,,Feb-2024,9910.0
Akola 2353,,Feb-2024,308892.0
Akola 2353,,Feb-2024,463261.23
Akola 2353,,Mar-2024,9910.0
Akola 2353,,Mar-2024,308892.0
Akola 2353,,Mar-2024,463261.23
Akola 2353,,Apr-2024,7425.0
Akola 2353,,Apr-2024,308892.0
Akola 2353,,Apr-2024,475627.9861287793
Akola 2353,,May-2024,7425.0
Akola 2353,,May-2024,308892.0
Akola 2353,,May-2024,621871.721547984
Akola 2353,,Jun-2024,7425.0
Akola 2353,,Jun-2024,308892.0
Akola 2353,,Jun-2024,67792.3159604503
Akola 2353,,Jul-2024,7425.0
Akola 2353,,Jul-2024,308892.0
Akola 2353,,Jul-2024,335202.5946401041
Akola 2353,,Aug-2024,7425.0
Akola 2353,,Aug-2024,204309.0
Akola 2353,,Aug-2024,215320.5464693619
Akola 2353,,Sep-2024,7425.0
Akola 2353,,Sep-2024,204309.0
Akola 2353,,Sep-2024,396598.0837738494
Akola 2353,,Oct-2024,7425.0
Akola 2353,,Oct-2024,102879.0
Akola 2353,,Oct-2024,102986.97
Akola 2353,,Nov-2024,4975.0
Akola 2353,,Nov-2024,102879.0
Akola 2353,,Nov-2024,8204.5
Akola 2353,,Dec-2024,2485.0
Akola 2353,,Dec-2024,102879.0
Akola 2353,,Dec-2024,0.0
Akola 2353,,Jan-2025,2485.0
Akola 2353,,Jan-2025,102879.0
Akola 2353,,Jan-2025,47512.44
Akola 2353,,Feb-2025,4975.0
Akola 2353,,Feb-2025,211194.0
Akola 2353,,Feb-2025,168721.0231913128
Akola 2353,,Mar-2025,4975.0
Akola 2353,,Mar-2025,211194.0
Akola 2353,,Mar-2025,524467.3784888263
Akola 2353,,Apr-2025,4975.0
Akola 2353,,Apr-2025,211194.0
Akola 2353,,Apr-2025,19459.02456900432
Akola 2353,,May-2025,4975.0
Akola 2353,,May-2025,211194.0
Akola 2353,,May-2025,269482.5360122866
Akola 2353,,Jun-2025,4975.0
Akola 2353,,Jun-2025,211194.0
Akola 2353,,Jun-2025,224345.08277215576
Akola 2353,,Jul-2025,4975.0
Akola 2353,,Jul-2025,211194.0
Akola 2353,,Jul-2025,196736.37442888776
Akola 2353,,Aug-2025,4975.0
Akola 2353,,Aug-2025,211194.0
Akola 2353,,Aug-2025,154050.8866347067
Akola 2353,,Sep-2025,4975.0
Akola 2353,,Sep-2025,108315.0
Akola 2353,,Sep-2025,180935.0893996509
Akola 2353,,Oct-2025,4975.0
Akola 2353,,Oct-2025,108315.0
Akola 2353,,Oct-2025,117603.5048743296
Akola 2353,,Nov-2025,2490.0
Akola 2353,,Nov-2025,108315.0
Akola 2353,,Nov-2025,62638.90724251488
Akola 2353,,Dec-2025,2490.0
Akola 2353,,Dec-2025,108315.0
Akola 2353,,Dec-2025,52168.87798377556
Akola 2353,,Jan-2026,4975.0
Akola 2353,,Jan-2026,102879.0
Akola 2353,,Jan-2026,62267.49821106037
Akola 2353,,Feb-2026,4975.0
Akola 2353,,Feb-2026,102879.0
Akola 2353,,Feb-2026,107184.50004883512
Akola 2353,,March-2026,4975.0
Akola 2353,,March-2026,102879.0
Akola 2353,,March-2026,200750.6630647503
Akola 2353,,Apr-2026,4975.0
Akola 2353,,Apr-2026,102879.0
Akola 2353,,Apr-2026,158567.7384913633
Akola 2353,,May-2026,2485.0
Akola 2353,,May-2026,102879.0
Akola 2353,,May-2026,265010.7956245551
Akola 2354,,Apr-2023,0.0
Akola 2354,,Apr-2023,0.0
Akola 2354,,Apr-2024,0.0
Akola 2354,,Apr-2024,0.0
Akola 2354,,Apr-2025,0.0
Akola 2354,,Apr-2025,0.0
Akola 2354,,Apr-2026,0.0
Akola 2354,,Apr-2026,0.0
Akola 2354,,May-2026,0.0
Akola 2354,,May-2026,0.0
Akola 2362,,Apr-2023,0.0
Akola 2362,,Apr-2023,0.0
Akola 2362,,Apr-2024,0.0
Akola 2362,,Apr-2024,0.0
Akola 2362,,Apr-2025,0.0
Akola 2362,,Apr-2025,0.0
Akola 2362,,Apr-2026,0.0
Akola 2362,,Apr-2026,0.0
Akola 2362,,May-2026,0.0
Akola 2362,,May-2026,0.0
Akola 2373,,Apr-2023,0.0
Akola 2373,,Apr-2023,0.0
Akola 2373,,Apr-2024,0.0
Akola 2373,,Apr-2024,0.0
Akola 2373,,Apr-2025,0.0
Akola 2373,,Apr-2025,0.0
Akola 2373,,Apr-2026,0.0
Akola 2373,,Apr-2026,0.0
Akola 2373,,May-2026,0.0
Akola 2373,,May-2026,0.0
Ashok Nagar 453,,Apr-2023,7726.0
Ashok Nagar 453,,Apr-2023,197030.0
Ashok Nagar 453,,Apr-2023,306387.61
Ashok Nagar 453,,May-2023,7726.0
Ashok Nagar 453,,May-2023,197030.0
Ashok Nagar 453,,May-2023,374850.51
Ashok Nagar 453,,Jun-2023,7726.0
Ashok Nagar 453,,Jun-2023,197030.0
Ashok Nagar 453,,Jun-2023,428364.96
Ashok Nagar 453,,Jul-2023,7726.0
Ashok Nagar 453,,Jul-2023,197030.0
Ashok Nagar 453,,Jul-2023,332650.62
Ashok Nagar 453,,Aug-2023,7726.0
Ashok Nagar 453,,Aug-2023,197030.0
Ashok Nagar 453,,Aug-2023,498155.43999999994
Ashok Nagar 453,,Sep-2023,7726.0
Ashok Nagar 453,,Sep-2023,197030.0
Ashok Nagar 453,,Sep-2023,372910.95
Ashok Nagar 453,,Oct-2023,7726.0
Ashok Nagar 453,,Oct-2023,197030.0
Ashok Nagar 453,,Oct-2023,373041.27
Ashok Nagar 453,,Nov-2023,7726.0
Ashok Nagar 453,,Nov-2023,197030.0
Ashok Nagar 453,,Nov-2023,409588.4
Ashok Nagar 453,,Dec-2023,7726.0
Ashok Nagar 453,,Dec-2023,197030.0
Ashok Nagar 453,,Dec-2023,389250.03
Ashok Nagar 453,,Jan-2024,7726.0
Ashok Nagar 453,,Jan-2024,197030.0
Ashok Nagar 453,,Jan-2024,346856.55
Ashok Nagar 453,,Feb-2024,7726.0
Ashok Nagar 453,,Feb-2024,197030.0
Ashok Nagar 453,,Feb-2024,233285.8
Ashok Nagar 453,,Mar-2024,7726.0
Ashok Nagar 453,,Mar-2024,197030.0
Ashok Nagar 453,,Mar-2024,233285.8
Ashok Nagar 453,,Apr-2024,7726.0
Ashok Nagar 453,,Apr-2024,197030.0
Ashok Nagar 453,,Apr-2024,366304.82392391487
Ashok Nagar 453,,May-2024,7726.0
Ashok Nagar 453,,May-2024,197030.0
Ashok Nagar 453,,May-2024,529797.454456681
Ashok Nagar 453,,Jun-2024,7726.0
Ashok Nagar 453,,Jun-2024,197030.0
Ashok Nagar 453,,Jun-2024,588057.5922590172
Ashok Nagar 453,,Jul-2024,7726.0
Ashok Nagar 453,,Jul-2024,197030.0
Ashok Nagar 453,,Jul-2024,579445.2902910816
Ashok Nagar 453,,Aug-2024,7726.0
Ashok Nagar 453,,Aug-2024,197030.0
Ashok Nagar 453,,Aug-2024,547382.0877045814
Ashok Nagar 453,,Sep-2024,7726.0
Ashok Nagar 453,,Sep-2024,197030.0
Ashok Nagar 453,,Sep-2024,472895.9419249151
Ashok Nagar 453,,Oct-2024,7726.0
Ashok Nagar 453,,Oct-2024,197030.0
Ashok Nagar 453,,Oct-2024,472904.92476070253
Ashok Nagar 453,,Nov-2024,7726.0
Ashok Nagar 453,,Nov-2024,197030.0
Ashok Nagar 453,,Nov-2024,542534.0316571475
Ashok Nagar 453,,Dec-2024,7726.0
Ashok Nagar 453,,Dec-2024,197030.0
Ashok Nagar 453,,Dec-2024,546503.0941873693
Ashok Nagar 453,,Jan-2025,7726.0
Ashok Nagar 453,,Jan-2025,197030.0
Ashok Nagar 453,,Jan-2025,516080.2934083232
Ashok Nagar 453,,Feb-2025,7726.0
Ashok Nagar 453,,Feb-2025,197030.0
Ashok Nagar 453,,Feb-2025,421013.51990022627
Ashok Nagar 453,,Mar-2025,7726.0
Ashok Nagar 453,,Mar-2025,197030.0
Ashok Nagar 453,,Mar-2025,435676.56136422075
Ashok Nagar 453,,Apr-2025,7726.0
Ashok Nagar 453,,Apr-2025,197030.0
Ashok Nagar 453,,Apr-2025,561967.4086093915
Ashok Nagar 453,,May-2025,7726.0
Ashok Nagar 453,,May-2025,197030.0
Ashok Nagar 453,,May-2025,650484.2407646896
Ashok Nagar 453,,Jun-2025,7726.0
Ashok Nagar 453,,Jun-2025,197030.0
Ashok Nagar 453,,Jun-2025,653906.7499825886
Ashok Nagar 453,,Jul-2025,7726.0
Ashok Nagar 453,,Jul-2025,197030.0
Ashok Nagar 453,,Jul-2025,654587.6837422431
Ashok Nagar 453,,Aug-2025,7726.0
Ashok Nagar 453,,Aug-2025,197030.0
Ashok Nagar 453,,Aug-2025,605325.1489397257
Ashok Nagar 453,,Sep-2025,7726.0
Ashok Nagar 453,,Sep-2025,197030.0
Ashok Nagar 453,,Sep-2025,561502.7499462416
Ashok Nagar 453,,Oct-2025,7726.0
Ashok Nagar 453,,Oct-2025,197030.0
Ashok Nagar 453,,Oct-2025,557025.48862943
Ashok Nagar 453,,Nov-2025,7726.0
Ashok Nagar 453,,Nov-2025,197030.0
Ashok Nagar 453,,Nov-2025,522849.4356129646
Ashok Nagar 453,,Dec-2025,7726.0
Ashok Nagar 453,,Dec-2025,197030.0
Ashok Nagar 453,,Dec-2025,443117.8199314946
Ashok Nagar 453,,Jan-2026,7726.0
Ashok Nagar 453,,Jan-2026,197030.0
Ashok Nagar 453,,Jan-2026,367014.5651787444
Ashok Nagar 453,,Feb-2026,7726.0
Ashok Nagar 453,,Feb-2026,197030.0
Ashok Nagar 453,,Feb-2026,272337.264983893
Ashok Nagar 453,,March-2026,7726.0
Ashok Nagar 453,,March-2026,197030.0
Ashok Nagar 453,,March-2026,362151.95207061205
Ashok Nagar 453,,Apr-2026,7726.0
Ashok Nagar 453,,Apr-2026,197030.0
Ashok Nagar 453,,Apr-2026,503370.353287812
Ashok Nagar 453,,May-2026,7726.0
Ashok Nagar 453,,May-2026,197030.0
Ashok Nagar 453,,May-2026,887593.8758709094
BAHRAICH 2601,,Apr-2023,1600.0
BAHRAICH 2601,,Apr-2023,0.0
BAHRAICH 2601,,May-2023,1600.0
BAHRAICH 2601,,May-2023,0.0
BAHRAICH 2601,,Jun-2023,1600.0
BAHRAICH 2601,,Jun-2023,0.0
BAHRAICH 2601,,Jul-2023,1600.0
BAHRAICH 2601,,Jul-2023,0.0
BAHRAICH 2601,,Aug-2023,1600.0
BAHRAICH 2601,,Aug-2023,0.0
BAHRAICH 2601,,Sep-2023,1600.0
BAHRAICH 2601,,Sep-2023,0.0
BAHRAICH 2601,,Oct-2023,1600.0
BAHRAICH 2601,,Oct-2023,0.0
BAHRAICH 2601,,Nov-2023,1600.0
BAHRAICH 2601,,Nov-2023,0.0
BAHRAICH 2601,,Dec-2023,1600.0
BAHRAICH 2601,,Dec-2023,0.0
BAHRAICH 2601,,Jan-2024,1600.0
BAHRAICH 2601,,Jan-2024,0.0
BAHRAICH 2601,,Feb-2024,1600.0
BAHRAICH 2601,,Feb-2024,0.0
BAHRAICH 2601,,Mar-2024,1600.0
BAHRAICH 2601,,Mar-2024,0.0
BAHRAICH 2601,,Apr-2024,0.0
BAHRAICH 2601,,Apr-2024,0.0
BAHRAICH 2601,,May-2024,0.0
BAHRAICH 2601,,May-2024,0.0
BAHRAICH 2601,,Jun-2024,0.0
BAHRAICH 2601,,Jun-2024,0.0
BAHRAICH 2601,,Jul-2024,0.0
BAHRAICH 2601,,Jul-2024,0.0
BAHRAICH 2601,,Aug-2024,0.0
BAHRAICH 2601,,Aug-2024,0.0
BAHRAICH 2601,,Sep-2024,0.0
BAHRAICH 2601,,Sep-2024,-35094.0
BAHRAICH 2601,,Oct-2024,0.0
BAHRAICH 2601,,Oct-2024,0.0
BAHRAICH 2601,,Nov-2024,0.0
BAHRAICH 2601,,Nov-2024,0.0
BAHRAICH 2601,,Dec-2024,0.0
BAHRAICH 2601,,Dec-2024,0.0
BAHRAICH 2601,,Jan-2025,0.0
BAHRAICH 2601,,Jan-2025,0.0
BAHRAICH 2601,,Feb-2025,0.0
BAHRAICH 2601,,Feb-2025,0.0
BAHRAICH 2601,,Mar-2025,0.0
BAHRAICH 2601,,Mar-2025,0.0
BAHRAICH 2601,,Apr-2025,0.0
BAHRAICH 2601,,Apr-2025,0.0
BAHRAICH 2601,,May-2025,0.0
BAHRAICH 2601,,Jun-2025,0.0
BAHRAICH 2601,,Jul-2025,0.0
BAHRAICH 2601,,Aug-2025,0.0
BAHRAICH 2601,,Sep-2025,0.0
BAHRAICH 2601,,Oct-2025,0.0
BAHRAICH 2601,,Nov-2025,0.0
BAHRAICH 2601,,Dec-2025,0.0
BAHRAICH 2601,,Jan-2026,0.0
BAHRAICH 2601,,Feb-2026,0.0
BAHRAICH 2601,,March-2026,0.0
BAHRAICH 2601,,Apr-2026,0.0
BAHRAICH 2601,,Apr-2026,0.0
BAHRAICH 2601,,May-2026,0.0
BAHRAICH 2601,,May-2026,0.0
BALABHADRAPURAM 3220,,Apr-2023,0.0
BALABHADRAPURAM 3220,,Apr-2023,0.0
BALABHADRAPURAM 3220,,May-2023,0.0
BALABHADRAPURAM 3220,,Jun-2023,0.0
BALABHADRAPURAM 3220,,Jul-2023,0.0
BALABHADRAPURAM 3220,,Aug-2023,0.0
BALABHADRAPURAM 3220,,Sep-2023,0.0
BALABHADRAPURAM 3220,,Oct-2023,0.0
BALABHADRAPURAM 3220,,Nov-2023,0.0
BALABHADRAPURAM 3220,,Dec-2023,0.0
BALABHADRAPURAM 3220,,Jan-2024,0.0
BALABHADRAPURAM 3220,,Feb-2024,0.0
BALABHADRAPURAM 3220,,Mar-2024,0.0
BALABHADRAPURAM 3220,,Apr-2024,0.0
BALABHADRAPURAM 3220,,Apr-2024,0.0
BALABHADRAPURAM 3220,,May-2024,0.0
BALABHADRAPURAM 3220,,Jun-2024,0.0
BALABHADRAPURAM 3220,,Jul-2024,0.0
BALABHADRAPURAM 3220,,Aug-2024,0.0
BALABHADRAPURAM 3220,,Sep-2024,0.0
BALABHADRAPURAM 3220,,Oct-2024,0.0
BALABHADRAPURAM 3220,,Nov-2024,0.0
BALABHADRAPURAM 3220,,Dec-2024,0.0
BALABHADRAPURAM 3220,,Jan-2025,0.0
BALABHADRAPURAM 3220,,Feb-2025,0.0
BALABHADRAPURAM 3220,,Mar-2025,0.0
BALABHADRAPURAM 3220,,Apr-2025,0.0
BALABHADRAPURAM 3220,,Apr-2025,0.0
BALABHADRAPURAM 3220,,May-2025,0.0
BALABHADRAPURAM 3220,,May-2025,0.0
BALABHADRAPURAM 3220,,Jun-2025,0.0
BALABHADRAPURAM 3220,,Jun-2025,0.0
BALABHADRAPURAM 3220,,Jul-2025,0.0
BALABHADRAPURAM 3220,,Jul-2025,0.0
BALABHADRAPURAM 3220,,Aug-2025,0.0
BALABHADRAPURAM 3220,,Aug-2025,0.0
BALABHADRAPURAM 3220,,Sep-2025,0.0
BALABHADRAPURAM 3220,,Sep-2025,0.0
BALABHADRAPURAM 3220,,Oct-2025,0.0
BALABHADRAPURAM 3220,,Oct-2025,0.0
BALABHADRAPURAM 3220,,Nov-2025,0.0
BALABHADRAPURAM 3220,,Nov-2025,0.0
BALABHADRAPURAM 3220,,Dec-2025,2713.0
BALABHADRAPURAM 3220,,Dec-2025,7875.0
BALABHADRAPURAM 3220,,Dec-2025,0.0
BALABHADRAPURAM 3220,,Jan-2026,12247.0
BALABHADRAPURAM 3220,,Jan-2026,100351.0
BALABHADRAPURAM 3220,,Jan-2026,180967.76
BALABHADRAPURAM 3220,,Feb-2026,12247.0
BALABHADRAPURAM 3220,,Feb-2026,110207.0
BALABHADRAPURAM 3220,,Feb-2026,165206.97
BALABHADRAPURAM 3220,,March-2026,12247.0
BALABHADRAPURAM 3220,,March-2026,110207.0
BALABHADRAPURAM 3220,,March-2026,165207.0
BALABHADRAPURAM 3220,,Apr-2026,12247.0
BALABHADRAPURAM 3220,,Apr-2026,110207.0
BALABHADRAPURAM 3220,,Apr-2026,228177.25
BALABHADRAPURAM 3220,,May-2026,12247.0
BALABHADRAPURAM 3220,,May-2026,110207.0
BALABHADRAPURAM 3220,,May-2026,456354.5
BANGALORE 2785,,Apr-2023,0.0
BANGALORE 2785,,Apr-2023,0.0
BANGALORE 2785,,May-2023,0.0
BANGALORE 2785,,May-2023,0.0
BANGALORE 2785,,Jun-2023,0.0
BANGALORE 2785,,Jun-2023,0.0
BANGALORE 2785,,Jul-2023,803.0
BANGALORE 2785,,Jul-2023,14687.0
BANGALORE 2785,,Jul-2023,19414.07
BANGALORE 2785,,Aug-2023,803.0
BANGALORE 2785,,Aug-2023,65043.0
BANGALORE 2785,,Aug-2023,193043.0
BANGALORE 2785,,Sep-2023,803.0
BANGALORE 2785,,Sep-2023,65043.0
BANGALORE 2785,,Sep-2023,193043.0
BANGALORE 2785,,Oct-2023,803.0
BANGALORE 2785,,Oct-2023,65043.0
BANGALORE 2785,,Oct-2023,193043.0
BANGALORE 2785,,Nov-2023,803.0
BANGALORE 2785,,Nov-2023,65043.0
BANGALORE 2785,,Nov-2023,133043.0
BANGALORE 2785,,Dec-2023,803.0
BANGALORE 2785,,Dec-2023,65043.0
BANGALORE 2785,,Dec-2023,133043.0
BANGALORE 2785,,Jan-2024,803.0
BANGALORE 2785,,Jan-2024,65043.0
BANGALORE 2785,,Jan-2024,133043.0
BANGALORE 2785,,Feb-2024,803.0
BANGALORE 2785,,Feb-2024,65043.0
BANGALORE 2785,,Feb-2024,133043.0
BANGALORE 2785,,Mar-2024,803.0
BANGALORE 2785,,Mar-2024,65043.0
BANGALORE 2785,,Mar-2024,133043.0
BANGALORE 2785,,Apr-2024,803.0
BANGALORE 2785,,Apr-2024,65043.0
BANGALORE 2785,,Apr-2024,133043.0
BANGALORE 2785,,May-2024,803.0
BANGALORE 2785,,May-2024,65043.0
BANGALORE 2785,,May-2024,133043.0
BANGALORE 2785,,Jun-2024,803.0
BANGALORE 2785,,Jun-2024,65043.0
BANGALORE 2785,,Jun-2024,133043.0
BANGALORE 2785,,Jul-2024,803.0
BANGALORE 2785,,Jul-2024,65043.0
BANGALORE 2785,,Jul-2024,133043.0
BANGALORE 2785,,Aug-2024,803.0
BANGALORE 2785,,Aug-2024,65043.0
BANGALORE 2785,,Aug-2024,133043.0
BANGALORE 2785,,Sep-2024,803.0
BANGALORE 2785,,Sep-2024,41193.5
BANGALORE 2785,,Sep-2024,133043.0
BANGALORE 2785,,Oct-2024,803.0
BANGALORE 2785,,Oct-2024,63613.0
BANGALORE 2785,,Nov-2024,0.0
BANGALORE 2785,,Nov-2024,-13009.0
BANGALORE 2785,,Dec-2024,0.0
BANGALORE 2785,,Dec-2024,0.0
BANGALORE 2785,,Jan-2025,0.0
BANGALORE 2785,,Jan-2025,0.0
BANGALORE 2785,,Feb-2025,0.0
BANGALORE 2785,,Feb-2025,0.0
BANGALORE 2785,,Mar-2025,0.0
BANGALORE 2785,,Mar-2025,0.0
BANGALORE 2785,,Apr-2025,0.0
BANGALORE 2785,,Apr-2025,0.0
BANGALORE 2785,,May-2025,0.0
BANGALORE 2785,,Jun-2025,0.0
BANGALORE 2785,,Jul-2025,0.0
BANGALORE 2785,,Aug-2025,0.0
BANGALORE 2785,,Sep-2025,0.0
BANGALORE 2785,,Oct-2025,0.0
BANGALORE 2785,,Nov-2025,0.0
BANGALORE 2785,,Dec-2025,0.0
BANGALORE 2785,,Jan-2026,0.0
BANGALORE 2785,,Feb-2026,0.0
BANGALORE 2785,,March-2026,0.0
BANGALORE 2785,,Apr-2026,0.0
BANGALORE 2785,,Apr-2026,0.0
BANGALORE 2785,,May-2026,0.0
BANGALORE 2785,,May-2026,0.0
BANGALORE 2786,,Apr-2023,0.0
BANGALORE 2786,,Apr-2023,0.0
BANGALORE 2786,,May-2023,0.0
BANGALORE 2786,,May-2023,0.0
BANGALORE 2786,,Jun-2023,0.0
BANGALORE 2786,,Jun-2023,0.0
BANGALORE 2786,,Jul-2023,1000.0
BANGALORE 2786,,Jul-2023,1935.483870967742
BANGALORE 2786,,Jul-2023,24176.93
BANGALORE 2786,,Aug-2023,0.0
BANGALORE 2786,,Aug-2023,0.0
BANGALORE 2786,,Sep-2023,0.0
BANGALORE 2786,,Sep-2023,0.0
BANGALORE 2786,,Oct-2023,0.0
BANGALORE 2786,,Oct-2023,0.0
BANGALORE 2786,,Nov-2023,0.0
BANGALORE 2786,,Nov-2023,0.0
BANGALORE 2786,,Dec-2023,0.0
BANGALORE 2786,,Dec-2023,0.0
BANGALORE 2786,,Jan-2024,0.0
BANGALORE 2786,,Jan-2024,0.0
BANGALORE 2786,,Feb-2024,0.0
BANGALORE 2786,,Feb-2024,0.0
BANGALORE 2786,,Mar-2024,0.0
BANGALORE 2786,,Mar-2024,0.0
BANGALORE 2786,,Apr-2024,0.0
BANGALORE 2786,,Apr-2024,0.0
BANGALORE 2786,,May-2024,0.0
BANGALORE 2786,,Jun-2024,0.0
BANGALORE 2786,,Jul-2024,0.0
BANGALORE 2786,,Aug-2024,0.0
BANGALORE 2786,,Sep-2024,0.0
BANGALORE 2786,,Oct-2024,0.0
BANGALORE 2786,,Nov-2024,0.0
BANGALORE 2786,,Dec-2024,0.0
BANGALORE 2786,,Jan-2025,0.0
BANGALORE 2786,,Feb-2025,0.0
BANGALORE 2786,,Mar-2025,0.0
BANGALORE 2786,,Apr-2025,0.0
BANGALORE 2786,,Apr-2025,0.0
BANGALORE 2786,,May-2025,0.0
BANGALORE 2786,,Jun-2025,0.0
BANGALORE 2786,,Jul-2025,0.0
BANGALORE 2786,,Aug-2025,0.0
BANGALORE 2786,,Sep-2025,0.0
BANGALORE 2786,,Oct-2025,0.0
BANGALORE 2786,,Nov-2025,0.0
BANGALORE 2786,,Dec-2025,0.0
BANGALORE 2786,,Jan-2026,0.0
BANGALORE 2786,,Feb-2026,0.0
BANGALORE 2786,,March-2026,0.0
BANGALORE 2786,,Apr-2026,0.0
BANGALORE 2786,,Apr-2026,0.0
BANGALORE 2786,,May-2026,0.0
BANGALORE 2786,,May-2026,0.0
BARABANKI 2667,,Apr-2023,3117.0
BARABANKI 2667,,Apr-2023,140265.0
BARABANKI 2667,,Apr-2023,368398.0
BARABANKI 2667,,May-2023,3117.0
BARABANKI 2667,,May-2023,140265.0
BARABANKI 2667,,May-2023,489265.0
BARABANKI 2667,,Jun-2023,3117.0
BARABANKI 2667,,Jun-2023,140265.0
BARABANKI 2667,,Jun-2023,440265.0
BARABANKI 2667,,Jul-2023,3117.0
BARABANKI 2667,,Jul-2023,140265.0
BARABANKI 2667,,Jul-2023,167955.0
BARABANKI 2667,,Aug-2023,3117.0
BARABANKI 2667,,Aug-2023,140265.0
BARABANKI 2667,,Aug-2023,92976.0
BARABANKI 2667,,Sep-2023,3117.0
BARABANKI 2667,,Sep-2023,140265.0
BARABANKI 2667,,Sep-2023,377976.0
BARABANKI 2667,,Oct-2023,3117.0
BARABANKI 2667,,Oct-2023,140265.0
BARABANKI 2667,,Oct-2023,187976.0
BARABANKI 2667,,Nov-2023,3117.0
BARABANKI 2667,,Nov-2023,140265.0
BARABANKI 2667,,Nov-2023,92976.0
BARABANKI 2667,,Dec-2023,3117.0
BARABANKI 2667,,Dec-2023,140265.0
BARABANKI 2667,,Dec-2023,69937.0
BARABANKI 2667,,Jan-2024,3117.0
BARABANKI 2667,,Jan-2024,67870.0
BARABANKI 2667,,Jan-2024,0.0
BARABANKI 2667,,Feb-2024,3117.0
BARABANKI 2667,,Feb-2024,0.0
BARABANKI 2667,,Mar-2024,3117.0
BARABANKI 2667,,Mar-2024,0.0
BARABANKI 2667,,Apr-2024,3117.0
BARABANKI 2667,,Apr-2024,39898.0
BARABANKI 2667,,Apr-2024,65333.0
BARABANKI 2667,,May-2024,3117.0
BARABANKI 2667,,May-2024,149616.0
BARABANKI 2667,,May-2024,269969.0
BARABANKI 2667,,Jun-2024,3117.0
BARABANKI 2667,,Jun-2024,149616.0
BARABANKI 2667,,Jun-2024,269969.0
BARABANKI 2667,,Jul-2024,3117.0
BARABANKI 2667,,Jul-2024,149616.0
BARABANKI 2667,,Jul-2024,269969.0
BARABANKI 2667,,Aug-2024,3117.0
BARABANKI 2667,,Aug-2024,149616.0
BARABANKI 2667,,Aug-2024,269969.0
BARABANKI 2667,,Sep-2024,3117.0
BARABANKI 2667,,Sep-2024,149616.0
BARABANKI 2667,,Sep-2024,269969.0
BARABANKI 2667,,Oct-2024,3117.0
BARABANKI 2667,,Oct-2024,149616.0
BARABANKI 2667,,Oct-2024,261656.0
BARABANKI 2667,,Nov-2024,3117.0
BARABANKI 2667,,Nov-2024,149616.0
BARABANKI 2667,,Nov-2024,208664.0
BARABANKI 2667,,Dec-2024,3117.0
BARABANKI 2667,,Dec-2024,149616.0
BARABANKI 2667,,Dec-2024,123557.07
BARABANKI 2667,,Jan-2025,0.0
BARABANKI 2667,,Jan-2025,0.0
BARABANKI 2667,,Feb-2025,0.0
BARABANKI 2667,,Feb-2025,0.0
BARABANKI 2667,,Mar-2025,0.0
BARABANKI 2667,,Mar-2025,0.0
BARABANKI 2667,,Apr-2025,0.0
BARABANKI 2667,,Apr-2025,0.0
BARABANKI 2667,,May-2025,0.0
BARABANKI 2667,,Jun-2025,0.0
BARABANKI 2667,,Jul-2025,0.0
BARABANKI 2667,,Aug-2025,0.0
BARABANKI 2667,,Sep-2025,0.0
BARABANKI 2667,,Oct-2025,0.0
BARABANKI 2667,,Nov-2025,0.0
BARABANKI 2667,,Dec-2025,0.0
BARABANKI 2667,,Jan-2026,0.0
BARABANKI 2667,,Feb-2026,0.0
BARABANKI 2667,,March-2026,0.0
BARABANKI 2667,,Apr-2026,0.0
BARABANKI 2667,,Apr-2026,0.0
BARABANKI 2667,,May-2026,0.0
BARABANKI 2667,,May-2026,0.0
BARABANKI 2880,,Apr-2023,0.0
BARABANKI 2880,,Apr-2023,0.0
BARABANKI 2880,,May-2023,0.0
BARABANKI 2880,,May-2023,0.0
BARABANKI 2880,,Jun-2023,0.0
BARABANKI 2880,,Jun-2023,0.0
BARABANKI 2880,,Jul-2023,0.0
BARABANKI 2880,,Jul-2023,0.0
BARABANKI 2880,,Aug-2023,0.0
BARABANKI 2880,,Aug-2023,0.0
BARABANKI 2880,,Sep-2023,0.0
BARABANKI 2880,,Sep-2023,0.0
BARABANKI 2880,,Oct-2023,0.0
BARABANKI 2880,,Oct-2023,0.0
BARABANKI 2880,,Nov-2023,0.0
BARABANKI 2880,,Nov-2023,0.0
BARABANKI 2880,,Dec-2023,0.0
BARABANKI 2880,,Dec-2023,0.0
BARABANKI 2880,,Jan-2024,3246.0
BARABANKI 2880,,Jan-2024,140739.0
BARABANKI 2880,,Jan-2024,238000.0
BARABANKI 2880,,Feb-2024,3246.0
BARABANKI 2880,,Feb-2024,155818.0
BARABANKI 2880,,Feb-2024,238000.0
BARABANKI 2880,,Mar-2024,3246.0
BARABANKI 2880,,Mar-2024,155818.0
BARABANKI 2880,,Mar-2024,238000.0
BARABANKI 2880,,Apr-2024,3246.0
BARABANKI 2880,,Apr-2024,155818.0
BARABANKI 2880,,Apr-2024,0.0
BARABANKI 2880,,May-2024,3246.0
BARABANKI 2880,,May-2024,155818.0
BARABANKI 2880,,May-2024,436710.0
BARABANKI 2880,,Jun-2024,3246.0
BARABANKI 2880,,Jun-2024,155818.0
BARABANKI 2880,,Jun-2024,289958.0
BARABANKI 2880,,Jul-2024,3246.0
BARABANKI 2880,,Jul-2024,155818.0
BARABANKI 2880,,Jul-2024,289958.0
