Warehouse,Date,Metric,Value
ABOHAR 3196,,Apr-2023,0.0
ABOHAR 3196,,Apr-2023,0.0
ABOHAR 3196,,May-2023,0.0
ABOHAR 3196,,Jun-2023,0.0
ABOHAR 3196,,Jul-2023,0.0
ABOHAR 3196,,Aug-2023,0.0
ABOHAR 3196,,Sep-2023,0.0
ABOHAR 3196,,Oct-2023,0.0
ABOHAR 3196,,Nov-2023,0.0
ABOHAR 3196,,Dec-2023,0.0
ABOHAR 3196,,Jan-2024,0.0
ABOHAR 3196,,Feb-2024,0.0
ABOHAR 3196,,Mar-2024,0.0
ABOHAR 3196,,Apr-2024,0.0
ABOHAR 3196,,Apr-2024,0.0
ABOHAR 3196,,May-2024,0.0
ABOHAR 3196,,Jun-2024,0.0
ABOHAR 3196,,Jul-2024,0.0
ABOHAR 3196,,Aug-2024,0.0
ABOHAR 3196,,Sep-2024,0.0
ABOHAR 3196,,Oct-2024,0.0
ABOHAR 3196,,Nov-2024,0.0
ABOHAR 3196,,Dec-2024,0.0
ABOHAR 3196,,Jan-2025,0.0
ABOHAR 3196,,Feb-2025,0.0
ABOHAR 3196,,Mar-2025,0.0
ABOHAR 3196,,Apr-2025,0.0
ABOHAR 3196,,Apr-2025,0.0
ABOHAR 3196,,May-2025,0.0
ABOHAR 3196,,May-2025,0.0
ABOHAR 3196,,Jun-2025,0.0
ABOHAR 3196,,Jun-2025,0.0
ABOHAR 3196,,Jul-2025,0.0
ABOHAR 3196,,Jul-2025,0.0
ABOHAR 3196,,Aug-2025,0.0
ABOHAR 3196,,Aug-2025,0.0
ABOHAR 3196,,Sep-2025,0.0
ABOHAR 3196,,Sep-2025,0.0
ABOHAR 3196,,Oct-2025,0.0
ABOHAR 3196,,Oct-2025,0.0
ABOHAR 3196,,Nov-2025,1679.0
ABOHAR 3196,,Nov-2025,39000.0
ABOHAR 3196,,Nov-2025,79040.0
ABOHAR 3196,,Dec-2025,1679.0
ABOHAR 3196,,Dec-2025,45000.0
ABOHAR 3196,,Dec-2025,91200.0
ABOHAR 3196,,Jan-2026,1679.0
ABOHAR 3196,,Jan-2026,45000.0
ABOHAR 3196,,Jan-2026,91200.0
ABOHAR 3196,,Feb-2026,1679.0
ABOHAR 3196,,Feb-2026,45000.0
ABOHAR 3196,,Feb-2026,91200.0
ABOHAR 3196,,March-2026,1679.0
ABOHAR 3196,,March-2026,45000.0
ABOHAR 3196,,March-2026,63398.7
ABOHAR 3196,,Apr-2026,3358.0
ABOHAR 3196,,Apr-2026,90000.0
ABOHAR 3196,,Apr-2026,150480.0
ABOHAR 3196,,May-2026,3358.0
ABOHAR 3196,,May-2026,90000.0
ABOHAR 3196,,May-2026,300960.0
AKBARPUR 3300,,Apr-2023,0.0
AKBARPUR 3300,,Apr-2023,0.0
AKBARPUR 3300,,May-2023,0.0
AKBARPUR 3300,,Jun-2023,0.0
AKBARPUR 3300,,Jul-2023,0.0
AKBARPUR 3300,,Aug-2023,0.0
AKBARPUR 3300,,Sep-2023,0.0
AKBARPUR 3300,,Oct-2023,0.0
AKBARPUR 3300,,Nov-2023,0.0
AKBARPUR 3300,,Dec-2023,0.0
AKBARPUR 3300,,Jan-2024,0.0
AKBARPUR 3300,,Feb-2024,0.0
AKBARPUR 3300,,Mar-2024,0.0
AKBARPUR 3300,,Apr-2024,0.0
AKBARPUR 3300,,Apr-2024,0.0
AKBARPUR 3300,,May-2024,0.0
AKBARPUR 3300,,Jun-2024,0.0
AKBARPUR 3300,,Jul-2024,0.0
AKBARPUR 3300,,Aug-2024,0.0
AKBARPUR 3300,,Sep-2024,0.0
AKBARPUR 3300,,Oct-2024,0.0
AKBARPUR 3300,,Nov-2024,0.0
AKBARPUR 3300,,Dec-2024,0.0
AKBARPUR 3300,,Jan-2025,0.0
AKBARPUR 3300,,Feb-2025,0.0
AKBARPUR 3300,,Mar-2025,0.0
AKBARPUR 3300,,Apr-2025,0.0
AKBARPUR 3300,,Apr-2025,0.0
AKBARPUR 3300,,May-2025,0.0
AKBARPUR 3300,,Jun-2025,0.0
AKBARPUR 3300,,Jul-2025,0.0
AKBARPUR 3300,,Aug-2025,0.0
AKBARPUR 3300,,Sep-2025,0.0
AKBARPUR 3300,,Oct-2025,0.0
AKBARPUR 3300,,Nov-2025,0.0
AKBARPUR 3300,,Dec-2025,0.0
AKBARPUR 3300,,Jan-2026,0.0
AKBARPUR 3300,,Feb-2026,0.0
AKBARPUR 3300,,March-2026,0.0
AKBARPUR 3300,,Apr-2026,2551.0
AKBARPUR 3300,,Apr-2026,96428.0
AKBARPUR 3300,,Apr-2026,242320.07
AKBARPUR 3300,,May-2026,2551.0
AKBARPUR 3300,,May-2026,137754.0
AKBARPUR 3300,,May-2026,370247.85
AKOLA  2657,,Apr-2023,3108.0
AKOLA  2657,,Apr-2023,74592.0
AKOLA  2657,,Apr-2023,6472.11
AKOLA  2657,,May-2023,3108.0
AKOLA  2657,,May-2023,74592.0
AKOLA  2657,,May-2023,63390.62
AKOLA  2657,,Jun-2023,3108.0
AKOLA  2657,,Jun-2023,74592.0
AKOLA  2657,,Jun-2023,97956.24
AKOLA  2657,,Jul-2023,3108.0
AKOLA  2657,,Jul-2023,74592.0
AKOLA  2657,,Jul-2023,104254.35
AKOLA  2657,,Aug-2023,3108.0
AKOLA  2657,,Aug-2023,74592.0
AKOLA  2657,,Aug-2023,104092.33
AKOLA  2657,,Sep-2023,3108.0
AKOLA  2657,,Sep-2023,74592.0
AKOLA  2657,,Sep-2023,100891.3
AKOLA  2657,,Oct-2023,3108.0
AKOLA  2657,,Oct-2023,74592.0
AKOLA  2657,,Oct-2023,66095.32
AKOLA  2657,,Nov-2023,3108.0
AKOLA  2657,,Nov-2023,74592.0
AKOLA  2657,,Nov-2023,69249.04000000001
AKOLA  2657,,Dec-2023,3108.0
AKOLA  2657,,Dec-2023,74592.0
AKOLA  2657,,Dec-2023,808.16
AKOLA  2657,,Jan-2024,3108.0
AKOLA  2657,,Jan-2024,74592.0
AKOLA  2657,,Jan-2024,146431.64
AKOLA  2657,,Feb-2024,3108.0
AKOLA  2657,,Feb-2024,74592.0
AKOLA  2657,,Feb-2024,257302.32
AKOLA  2657,,Mar-2024,3108.0
AKOLA  2657,,Mar-2024,74592.0
AKOLA  2657,,Mar-2024,257302.32
AKOLA  2657,,Apr-2024,3108.0
AKOLA  2657,,Apr-2024,74592.0
AKOLA  2657,,Apr-2024,266683.5910992518
AKOLA  2657,,May-2024,3108.0
AKOLA  2657,,May-2024,74592.0
AKOLA  2657,,May-2024,275649.5648970121
AKOLA  2657,,Jun-2024,3108.0
AKOLA  2657,,Jun-2024,74592.0
AKOLA  2657,,Jun-2024,5744.902920286347
AKOLA  2657,,Jul-2024,3108.0
AKOLA  2657,,Jul-2024,74592.0
AKOLA  2657,,Jul-2024,286916.92
AKOLA  2657,,Aug-2024,3108.0
AKOLA  2657,,Aug-2024,74592.0
AKOLA  2657,,Aug-2024,118607.89
AKOLA  2657,,Sep-2024,3108.0
AKOLA  2657,,Sep-2024,74592.0
AKOLA  2657,,Sep-2024,39463.530000000006
AKOLA  2657,,Oct-2024,3108.0
AKOLA  2657,,Oct-2024,74592.0
AKOLA  2657,,Oct-2024,59450.64000000001
AKOLA  2657,,Nov-2024,0.0
AKOLA  2657,,Nov-2024,8981.06
AKOLA  2657,,Dec-2024,0.0
AKOLA  2657,,Dec-2024,0.0
AKOLA  2657,,Jan-2025,0.0
AKOLA  2657,,Jan-2025,0.0
AKOLA  2657,,Feb-2025,0.0
AKOLA  2657,,Feb-2025,0.0
AKOLA  2657,,Mar-2025,0.0
AKOLA  2657,,Mar-2025,0.0
AKOLA  2657,,Apr-2025,0.0
AKOLA  2657,,Apr-2025,0.0
AKOLA  2657,,May-2025,0.0
AKOLA  2657,,Jun-2025,0.0
AKOLA  2657,,Jul-2025,0.0
AKOLA  2657,,Aug-2025,0.0
AKOLA  2657,,Sep-2025,0.0
AKOLA  2657,,Oct-2025,0.0
AKOLA  2657,,Nov-2025,0.0
AKOLA  2657,,Dec-2025,0.0
AKOLA  2657,,Jan-2026,0.0
AKOLA  2657,,Feb-2026,0.0
AKOLA  2657,,March-2026,0.0
AKOLA  2657,,Apr-2026,0.0
AKOLA  2657,,Apr-2026,0.0
AKOLA  2657,,May-2026,0.0
AKOLA  2657,,May-2026,0.0
AKOLA 2516,,Apr-2023,871.0
AKOLA 2516,,Apr-2023,0.0
AKOLA 2516,,May-2023,871.0
AKOLA 2516,,Jun-2023,871.0
AKOLA 2516,,Jul-2023,871.0
AKOLA 2516,,Aug-2023,871.0
AKOLA 2516,,Sep-2023,871.0
AKOLA 2516,,Oct-2023,871.0
AKOLA 2516,,Nov-2023,871.0
AKOLA 2516,,Dec-2023,871.0
AKOLA 2516,,Jan-2024,871.0
AKOLA 2516,,Feb-2024,871.0
AKOLA 2516,,Mar-2024,1742.0
AKOLA 2516,,Apr-2024,2613.0
AKOLA 2516,,Apr-2024,148299.0501353264
AKOLA 2516,,May-2024,2613.0
AKOLA 2516,,May-2024,194042.23139254976
AKOLA 2516,,Jun-2024,2613.0
AKOLA 2516,,Jun-2024,358.606144551992
AKOLA 2516,,Jul-2024,2613.0
AKOLA 2516,,Jul-2024,205984.7255476984
AKOLA 2516,,Aug-2024,2613.0
AKOLA 2516,,Aug-2024,226658.8339066167
AKOLA 2516,,Sep-2024,2613.0
AKOLA 2516,,Sep-2024,215281.05
AKOLA 2516,,Oct-2024,2613.0
AKOLA 2516,,Oct-2024,176123.85
AKOLA 2516,,Nov-2024,2613.0
AKOLA 2516,,Nov-2024,0.0
AKOLA 2516,,Dec-2024,1742.0
AKOLA 2516,,Dec-2024,0.0
AKOLA 2516,,Jan-2025,1742.0
AKOLA 2516,,Jan-2025,0.0
AKOLA 2516,,Feb-2025,1742.0
AKOLA 2516,,Feb-2025,0.0
AKOLA 2516,,Mar-2025,0.0
AKOLA 2516,,Mar-2025,0.0
AKOLA 2516,,Apr-2025,0.0
AKOLA 2516,,Apr-2025,0.0
AKOLA 2516,,May-2025,0.0
AKOLA 2516,,Jun-2025,0.0
AKOLA 2516,,Jul-2025,0.0
AKOLA 2516,,Aug-2025,0.0
AKOLA 2516,,Sep-2025,0.0
AKOLA 2516,,Oct-2025,0.0
AKOLA 2516,,Nov-2025,0.0
AKOLA 2516,,Dec-2025,0.0
AKOLA 2516,,Jan-2026,0.0
AKOLA 2516,,Feb-2026,0.0
AKOLA 2516,,March-2026,0.0
AKOLA 2516,,Apr-2026,2613.0
AKOLA 2516,,Apr-2026,65859.0
AKOLA 2516,,Apr-2026,184800.0
AKOLA 2516,,May-2026,2613.0
AKOLA 2516,,May-2026,109767.0
AKOLA 2516,,May-2026,295679.99
AKOLA 2528,,Apr-2023,0.0
AKOLA 2528,,Apr-2023,0.0
AKOLA 2528,,Apr-2024,0.0
AKOLA 2528,,Apr-2024,0.0
AKOLA 2528,,Apr-2025,0.0
AKOLA 2528,,Apr-2025,0.0
AKOLA 2528,,Apr-2026,0.0
AKOLA 2528,,Apr-2026,0.0
AKOLA 2528,,May-2026,0.0
AKOLA 2528,,May-2026,0.0
AKOLA 2894,,Apr-2023,0.0
AKOLA 2894,,Apr-2023,0.0
AKOLA 2894,,May-2023,0.0
AKOLA 2894,,May-2023,0.0
AKOLA 2894,,Jun-2023,0.0
AKOLA 2894,,Jun-2023,0.0
AKOLA 2894,,Jul-2023,0.0
AKOLA 2894,,Jul-2023,0.0
AKOLA 2894,,Aug-2023,0.0
AKOLA 2894,,Aug-2023,0.0
AKOLA 2894,,Sep-2023,0.0
AKOLA 2894,,Sep-2023,0.0
AKOLA 2894,,Oct-2023,0.0
AKOLA 2894,,Oct-2023,0.0
AKOLA 2894,,Nov-2023,0.0
AKOLA 2894,,Nov-2023,0.0
AKOLA 2894,,Dec-2023,0.0
AKOLA 2894,,Dec-2023,0.0
AKOLA 2894,,Jan-2024,0.0
AKOLA 2894,,Jan-2024,0.0
AKOLA 2894,,Feb-2024,0.0
AKOLA 2894,,Feb-2024,0.0
AKOLA 2894,,Mar-2024,4753.0
AKOLA 2894,,Mar-2024,102967.0
AKOLA 2894,,Mar-2024,0.0
AKOLA 2894,,Apr-2024,4753.0
AKOLA 2894,,Apr-2024,170856.0
AKOLA 2894,,Apr-2024,260630.4875852104
AKOLA 2894,,May-2024,4753.0
AKOLA 2894,,May-2024,170856.0
AKOLA 2894,,May-2024,320548.4912812672
AKOLA 2894,,Jun-2024,4753.0
AKOLA 2894,,Jun-2024,170856.0
AKOLA 2894,,Jun-2024,340500.6890464701
AKOLA 2894,,Jul-2024,4753.0
AKOLA 2894,,Jul-2024,170856.0
AKOLA 2894,,Jul-2024,14963.70608827019
AKOLA 2894,,Aug-2024,9499.0
AKOLA 2894,,Aug-2024,67889.0
AKOLA 2894,,Aug-2024,5182.8901901076315
AKOLA 2894,,Sep-2024,4746.0
AKOLA 2894,,Sep-2024,0.0
AKOLA 2894,,Oct-2024,4746.0
AKOLA 2894,,Oct-2024,0.0
AKOLA 2894,,Nov-2024,4746.0
AKOLA 2894,,Nov-2024,16133.0
AKOLA 2894,,Dec-2024,4746.0
AKOLA 2894,,Dec-2024,16133.6
AKOLA 2894,,Jan-2025,4746.0
AKOLA 2894,,Jan-2025,14099.2
AKOLA 2894,,Feb-2025,2910.0
AKOLA 2894,,Feb-2025,13497.8
AKOLA 2894,,Mar-2025,867.0
AKOLA 2894,,Mar-2025,2026.2
AKOLA 2894,,Apr-2025,0.0
AKOLA 2894,,Apr-2025,0.0
AKOLA 2894,,May-2025,0.0
AKOLA 2894,,Jun-2025,0.0
AKOLA 2894,,Jul-2025,0.0
AKOLA 2894,,Aug-2025,0.0
AKOLA 2894,,Sep-2025,0.0
AKOLA 2894,,Oct-2025,0.0
AKOLA 2894,,Nov-2025,0.0
AKOLA 2894,,Dec-2025,0.0
AKOLA 2894,,Jan-2026,0.0
AKOLA 2894,,Feb-2026,0.0
AKOLA 2894,,March-2026,0.0
AKOLA 2894,,Apr-2026,0.0
AKOLA 2894,,Apr-2026,0.0
AKOLA 2894,,May-2026,0.0
AKOLA 2894,,May-2026,0.0
AKOLA 2908,,Apr-2023,0.0
AKOLA 2908,,Apr-2023,0.0
AKOLA 2908,,May-2023,0.0
AKOLA 2908,,May-2023,0.0
AKOLA 2908,,Jun-2023,0.0
AKOLA 2908,,Jun-2023,0.0
AKOLA 2908,,Jul-2023,0.0
AKOLA 2908,,Jul-2023,0.0
AKOLA 2908,,Aug-2023,0.0
AKOLA 2908,,Aug-2023,0.0
AKOLA 2908,,Sep-2023,0.0
AKOLA 2908,,Sep-2023,0.0
AKOLA 2908,,Oct-2023,0.0
AKOLA 2908,,Oct-2023,0.0
AKOLA 2908,,Nov-2023,0.0
AKOLA 2908,,Nov-2023,0.0
AKOLA 2908,,Dec-2023,0.0
AKOLA 2908,,Dec-2023,0.0
AKOLA 2908,,Jan-2024,0.0
AKOLA 2908,,Jan-2024,0.0
AKOLA 2908,,Feb-2024,0.0
AKOLA 2908,,Feb-2024,0.0
AKOLA 2908,,Mar-2024,1675.0
AKOLA 2908,,Mar-2024,19448.0
AKOLA 2908,,Mar-2024,0.0
AKOLA 2908,,Apr-2024,1675.0
AKOLA 2908,,Apr-2024,60288.0
AKOLA 2908,,Apr-2024,89943.57334026998
AKOLA 2908,,May-2024,1675.0
AKOLA 2908,,May-2024,60288.0
AKOLA 2908,,May-2024,96443.08739986591
AKOLA 2908,,Jun-2024,1675.0
AKOLA 2908,,Jun-2024,60288.0
AKOLA 2908,,Jun-2024,93407.85577034832
AKOLA 2908,,Jul-2024,1675.0
AKOLA 2908,,Jul-2024,60288.0
AKOLA 2908,,Jul-2024,154909.0399673901
AKOLA 2908,,Aug-2024,1675.0
AKOLA 2908,,Aug-2024,60288.0
AKOLA 2908,,Aug-2024,83468.61191106593
AKOLA 2908,,Sep-2024,1675.0
AKOLA 2908,,Sep-2024,60288.0
AKOLA 2908,,Sep-2024,42749.28746489451
AKOLA 2908,,Oct-2024,1675.0
AKOLA 2908,,Oct-2024,60288.0
AKOLA 2908,,Oct-2024,24637.0
AKOLA 2908,,Nov-2024,0.0
AKOLA 2908,,Nov-2024,0.0
AKOLA 2908,,Dec-2024,0.0
AKOLA 2908,,Dec-2024,0.0
AKOLA 2908,,Jan-2025,0.0
AKOLA 2908,,Jan-2025,0.0
AKOLA 2908,,Feb-2025,0.0
AKOLA 2908,,Feb-2025,0.0
AKOLA 2908,,Mar-2025,0.0
AKOLA 2908,,Mar-2025,0.0
AKOLA 2908,,Apr-2025,0.0
AKOLA 2908,,Apr-2025,0.0
AKOLA 2908,,May-2025,0.0
AKOLA 2908,,Jun-2025,0.0
AKOLA 2908,,Jul-2025,0.0
AKOLA 2908,,Aug-2025,0.0
AKOLA 2908,,Sep-2025,0.0
AKOLA 2908,,Oct-2025,0.0
AKOLA 2908,,Nov-2025,0.0
AKOLA 2908,,Dec-2025,0.0
AKOLA 2908,,Jan-2026,0.0
AKOLA 2908,,Feb-2026,0.0
AKOLA 2908,,March-2026,0.0
AKOLA 2908,,Apr-2026,0.0
AKOLA 2908,,Apr-2026,0.0
AKOLA 2908,,May-2026,0.0
AKOLA 2908,,May-2026,0.0
AKOLA 3069,,Apr-2023,0.0
AKOLA 3069,,Apr-2023,0.0
AKOLA 3069,,May-2023,0.0
AKOLA 3069,,Jun-2023,0.0
AKOLA 3069,,Jul-2023,0.0
AKOLA 3069,,Aug-2023,0.0
AKOLA 3069,,Sep-2023,0.0
AKOLA 3069,,Oct-2023,0.0
AKOLA 3069,,Nov-2023,0.0
AKOLA 3069,,Dec-2023,0.0
AKOLA 3069,,Jan-2024,0.0
AKOLA 3069,,Feb-2024,0.0
AKOLA 3069,,Mar-2024,0.0
AKOLA 3069,,Apr-2024,0.0
AKOLA 3069,,Apr-2024,0.0
AKOLA 3069,,May-2024,0.0
AKOLA 3069,,May-2024,0.0
AKOLA 3069,,Jun-2024,0.0
AKOLA 3069,,Jun-2024,0.0
AKOLA 3069,,Jul-2024,0.0
AKOLA 3069,,Jul-2024,0.0
AKOLA 3069,,Aug-2024,0.0
AKOLA 3069,,Aug-2024,0.0
AKOLA 3069,,Sep-2024,0.0
AKOLA 3069,,Sep-2024,0.0
AKOLA 3069,,Oct-2024,0.0
AKOLA 3069,,Oct-2024,0.0
AKOLA 3069,,Nov-2024,0.0
AKOLA 3069,,Nov-2024,0.0
AKOLA 3069,,Dec-2024,0.0
AKOLA 3069,,Dec-2024,0.0
AKOLA 3069,,Jan-2025,0.0
AKOLA 3069,,Jan-2025,0.0
AKOLA 3069,,Feb-2025,0.0
AKOLA 3069,,Feb-2025,0.0
AKOLA 3069,,Mar-2025,2381.0
AKOLA 3069,,Mar-2025,92872.0
AKOLA 3069,,Mar-2025,170322.58
AKOLA 3069,,Apr-2025,2381.0
AKOLA 3069,,Apr-2025,92872.0
AKOLA 3069,,Apr-2025,241339.2453951669
AKOLA 3069,,May-2025,2381.0
AKOLA 3069,,May-2025,92872.0
AKOLA 3069,,May-2025,190231.6489913205
AKOLA 3069,,Jun-2025,2381.0
AKOLA 3069,,Jun-2025,92872.0
AKOLA 3069,,Jun-2025,169257.8831334442
AKOLA 3069,,Jul-2025,2381.0
AKOLA 3069,,Jul-2025,92872.0
AKOLA 3069,,Jul-2025,169497.4147026703
AKOLA 3069,,Aug-2025,2381.0
AKOLA 3069,,Aug-2025,92872.0
AKOLA 3069,,Aug-2025,169835.1568390483
AKOLA 3069,,Sep-2025,2381.0
AKOLA 3069,,Sep-2025,92872.0
AKOLA 3069,,Sep-2025,169989.8858715046
AKOLA 3069,,Oct-2025,2381.0
AKOLA 3069,,Oct-2025,92872.0
AKOLA 3069,,Oct-2025,33066.63117496583
AKOLA 3069,,Nov-2025,2381.0
AKOLA 3069,,Nov-2025,92872.0
AKOLA 3069,,Nov-2025,508225.1335697982
AKOLA 3069,,Dec-2025,2381.0
AKOLA 3069,,Dec-2025,92872.0
AKOLA 3069,,Dec-2025,244896.80679443176
AKOLA 3069,,Jan-2026,2381.0
AKOLA 3069,,Jan-2026,92872.0
AKOLA 3069,,Jan-2026,165197.8883345137
AKOLA 3069,,Feb-2026,2381.0
AKOLA 3069,,Feb-2026,92872.0
AKOLA 3069,,Feb-2026,140200.4149377675
AKOLA 3069,,March-2026,2381.0
AKOLA 3069,,March-2026,92872.0
AKOLA 3069,,March-2026,140000.0
AKOLA 3069,,Apr-2026,5617.0
AKOLA 3069,,Apr-2026,228756.0
AKOLA 3069,,Apr-2026,364000.0
AKOLA 3069,,May-2026,5617.0
AKOLA 3069,,May-2026,228756.0
AKOLA 3069,,May-2026,727999.99
AKOLA 3222,,Apr-2023,0.0
AKOLA 3222,,Apr-2023,0.0
AKOLA 3222,,May-2023,0.0
AKOLA 3222,,Jun-2023,0.0
AKOLA 3222,,Jul-2023,0.0
AKOLA 3222,,Aug-2023,0.0
AKOLA 3222,,Sep-2023,0.0
AKOLA 3222,,Oct-2023,0.0
AKOLA 3222,,Nov-2023,0.0
AKOLA 3222,,Dec-2023,0.0
AKOLA 3222,,Jan-2024,0.0
AKOLA 3222,,Feb-2024,0.0
AKOLA 3222,,Mar-2024,0.0
AKOLA 3222,,Apr-2024,0.0
AKOLA 3222,,Apr-2024,0.0
AKOLA 3222,,May-2024,0.0
AKOLA 3222,,Jun-2024,0.0
AKOLA 3222,,Jul-2024,0.0
AKOLA 3222,,Aug-2024,0.0
AKOLA 3222,,Sep-2024,0.0
AKOLA 3222,,Oct-2024,0.0
AKOLA 3222,,Nov-2024,0.0
AKOLA 3222,,Dec-2024,0.0
AKOLA 3222,,Jan-2025,0.0
AKOLA 3222,,Feb-2025,0.0
AKOLA 3222,,Mar-2025,0.0
AKOLA 3222,,Apr-2025,0.0
AKOLA 3222,,Apr-2025,0.0
AKOLA 3222,,May-2025,0.0
AKOLA 3222,,Jun-2025,0.0
AKOLA 3222,,Jul-2025,0.0
AKOLA 3222,,Aug-2025,0.0
AKOLA 3222,,Sep-2025,0.0
AKOLA 3222,,Oct-2025,0.0
AKOLA 3222,,Nov-2025,0.0
AKOLA 3222,,Dec-2025,0.0
AKOLA 3222,,Jan-2026,2485.0
AKOLA 3222,,Feb-2026,0.0
AKOLA 3222,,March-2026,0.0
AKOLA 3222,,Apr-2026,0.0
AKOLA 3222,,Apr-2026,0.0
AKOLA 3222,,May-2026,0.0
AKOLA 3222,,May-2026,0.0
AKOLA 3279,,Apr-2023,0.0
AKOLA 3279,,Apr-2023,0.0
AKOLA 3279,,May-2023,0.0
AKOLA 3279,,Jun-2023,0.0
AKOLA 3279,,Jul-2023,0.0
AKOLA 3279,,Aug-2023,0.0
AKOLA 3279,,Sep-2023,0.0
AKOLA 3279,,Oct-2023,0.0
AKOLA 3279,,Nov-2023,0.0
AKOLA 3279,,Dec-2023,0.0
AKOLA 3279,,Jan-2024,0.0
AKOLA 3279,,Feb-2024,0.0
AKOLA 3279,,Mar-2024,0.0
AKOLA 3279,,Apr-2024,0.0
AKOLA 3279,,Apr-2024,0.0
AKOLA 3279,,May-2024,0.0
AKOLA 3279,,Jun-2024,0.0
AKOLA 3279,,Jul-2024,0.0
AKOLA 3279,,Aug-2024,0.0
AKOLA 3279,,Sep-2024,0.0
AKOLA 3279,,Oct-2024,0.0
AKOLA 3279,,Nov-2024,0.0
AKOLA 3279,,Dec-2024,0.0
AKOLA 3279,,Jan-2025,0.0
AKOLA 3279,,Feb-2025,0.0
AKOLA 3279,,Mar-2025,0.0
AKOLA 3279,,Apr-2025,0.0
AKOLA 3279,,Apr-2025,0.0
AKOLA 3279,,May-2025,0.0
AKOLA 3279,,Jun-2025,0.0
AKOLA 3279,,Jul-2025,0.0
AKOLA 3279,,Aug-2025,0.0
AKOLA 3279,,Sep-2025,0.0
AKOLA 3279,,Oct-2025,0.0
AKOLA 3279,,Nov-2025,0.0
AKOLA 3279,,Dec-2025,0.0
AKOLA 3279,,Jan-2026,0.0
AKOLA 3279,,Feb-2026,0.0
AKOLA 3279,,March-2026,0.0
AKOLA 3279,,Apr-2026,9433.0
AKOLA 3279,,Apr-2026,410350.0
AKOLA 3279,,Apr-2026,648000.0
AKOLA 3279,,May-2026,9433.0
AKOLA 3279,,May-2026,410350.0
AKOLA 3279,,May-2026,1188000.0
AKOLA CON 3283,,Apr-2023,0.0
AKOLA CON 3283,,Apr-2023,0.0
AKOLA CON 3283,,May-2023,0.0
AKOLA CON 3283,,Jun-2023,0.0
AKOLA CON 3283,,Jul-2023,0.0
AKOLA CON 3283,,Aug-2023,0.0
AKOLA CON 3283,,Sep-2023,0.0
AKOLA CON 3283,,Oct-2023,0.0
AKOLA CON 3283,,Nov-2023,0.0
AKOLA CON 3283,,Dec-2023,0.0
AKOLA CON 3283,,Jan-2024,0.0
AKOLA CON 3283,,Feb-2024,0.0
AKOLA CON 3283,,Mar-2024,0.0
AKOLA CON 3283,,Apr-2024,0.0
AKOLA CON 3283,,Apr-2024,0.0
AKOLA CON 3283,,May-2024,0.0
AKOLA CON 3283,,Jun-2024,0.0
AKOLA CON 3283,,Jul-2024,0.0
AKOLA CON 3283,,Aug-2024,0.0
AKOLA CON 3283,,Sep-2024,0.0
AKOLA CON 3283,,Oct-2024,0.0
AKOLA CON 3283,,Nov-2024,0.0
AKOLA CON 3283,,Dec-2024,0.0
AKOLA CON 3283,,Jan-2025,0.0
AKOLA CON 3283,,Feb-2025,0.0
AKOLA CON 3283,,Mar-2025,0.0
AKOLA CON 3283,,Apr-2025,0.0
AKOLA CON 3283,,Apr-2025,0.0
AKOLA CON 3283,,May-2025,0.0
AKOLA CON 3283,,Jun-2025,0.0
AKOLA CON 3283,,Jul-2025,0.0
AKOLA CON 3283,,Aug-2025,0.0
AKOLA CON 3283,,Sep-2025,0.0
AKOLA CON 3283,,Oct-2025,0.0
AKOLA CON 3283,,Nov-2025,0.0
AKOLA CON 3283,,Dec-2025,0.0
AKOLA CON 3283,,Jan-2026,0.0
AKOLA CON 3283,,Feb-2026,0.0
AKOLA CON 3283,,March-2026,0.0
AKOLA CON 3283,,Apr-2026,3156.0
AKOLA CON 3283,,Apr-2026,142013.0
AKOLA CON 3283,,Apr-2026,243600.0
AKOLA CON 3283,,May-2026,3156.0
AKOLA CON 3283,,May-2026,142013.0
AKOLA CON 3283,,May-2026,487199.99
ALWAR 3005,,Apr-2023,0.0
ALWAR 3005,,Apr-2023,0.0
ALWAR 3005,,May-2023,0.0
ALWAR 3005,,Jun-2023,0.0
ALWAR 3005,,Jul-2023,0.0
ALWAR 3005,,Aug-2023,0.0
ALWAR 3005,,Sep-2023,0.0
ALWAR 3005,,Oct-2023,0.0
ALWAR 3005,,Nov-2023,0.0
ALWAR 3005,,Dec-2023,0.0
ALWAR 3005,,Jan-2024,0.0
ALWAR 3005,,Feb-2024,0.0
ALWAR 3005,,Mar-2024,0.0
ALWAR 3005,,Apr-2024,0.0
ALWAR 3005,,Apr-2024,0.0
ALWAR 3005,,May-2024,0.0
ALWAR 3005,,May-2024,0.0
ALWAR 3005,,Jun-2024,0.0
ALWAR 3005,,Jun-2024,0.0
ALWAR 3005,,Jul-2024,0.0
ALWAR 3005,,Jul-2024,0.0
ALWAR 3005,,Aug-2024,0.0
ALWAR 3005,,Aug-2024,0.0
ALWAR 3005,,Sep-2024,0.0
ALWAR 3005,,Sep-2024,0.0
ALWAR 3005,,Oct-2024,761.0
ALWAR 3005,,Oct-2024,29661.0
ALWAR 3005,,Oct-2024,551.0
ALWAR 3005,,Nov-2024,761.0
ALWAR 3005,,Nov-2024,29661.0
ALWAR 3005,,Nov-2024,10004.5
ALWAR 3005,,Dec-2024,761.0
ALWAR 3005,,Dec-2024,29661.0
ALWAR 3005,,Dec-2024,19106.12
